text,label,department
Unauthorized construction at Old Bus Stand violates building regulations and blocks sunlight to nearby homes. Families and elderly are affected. This is an emergency,urgent,civil
Sewage overflow at Industrial Area contaminates street and poses health risks. Please consider for future maintenance We request a technician visit during office hours.,later,sanitation
The road near Block A is washed away and is impassable during rains; please repair urgently. Families and elderly are affected. Please take necessary steps,neutral,roads
Street lights are not working on Block A at night causing safety hazards. Please look into this,neutral,electricity
A burst water pipe at Lake Road floods the road and affects nearby homes. This requires immediate attention This has been ongoing for weeks.,urgent,water
A fallen electric pole on Lake Road poses a danger; urgent fix required. Families and elderly are affected. Routine attention is fine,later,electricity
Motorbike snatching occurred at Industrial Area; CCTV and quick response required. Children and patients are particularly impacted.,neutral,crime
There have been repeated thefts in River Side; increased police patrolling requested. This is causing significant inconvenience to residents. Please take necessary steps,neutral,crime
Motorbike snatching occurred at Market Area; CCTV and quick response required. Please fix immediately,urgent,crime
Request for water supply shortage at city.,neutral,water
Collapsed boundary wall at Near School is a safety risk to children and pedestrians. Children and patients are particularly impacted. Please fix immediately,urgent,civil
Garbage collection is irregular in Temple Street; heaps of waste attract pests and foul smell. This is causing significant inconvenience to residents. Please take necessary steps Photos can be provided on request.,neutral,sanitation
"There is continuous leakage from the main pipeline on Near City Park, causing low water pressure and contamination concerns. This requires immediate attention Photos can be provided on request.",urgent,water
Open drains clogged at Near School create breeding grounds for mosquitoes. Children and patients are particularly impacted. Please look into this,neutral,sanitation
"Traffic signals at Block A are non-functional leading to congestion and safety issues. Local shops are losing business due to this. Not urgent, can wait",later,roads
Garbage collection is irregular in Temple Street; heaps of waste attract pests and foul smell. Local shops are losing business due to this. Urgent action needed,urgent,sanitation
